client_recieve_time,card_id,id,topic,raw,column,row
2025-08-13 05:39:49.483,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:49.587,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:49.691,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:49.815,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:49.916,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.020,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.125,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.229,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.333,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.396,05f2,18,/row/2/column/7/id/18/reader/response,03030c000000a00605f20000000000294e,7,2
2025-08-13 05:39:50.438,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.541,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.646,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.749,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.853,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:50.957,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.061,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.165,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.276,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.380,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.484,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.588,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.702,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.807,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:51.911,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.015,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.094,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:52.129,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.185,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:52.233,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.337,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.399,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:52.441,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.503,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100808000d1e4,12,3
2025-08-13 05:39:52.556,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.608,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:52.660,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.734,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:52.769,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.873,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:52.978,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:53.082,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:53.188,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:53.292,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:53.374,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:53.396,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:53.404,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:53.770,696f,35,/row/3/column/12/id/35/reader/response,03030c03843d3c47696f0100000000b1cc,12,3
2025-08-13 05:39:54.693,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:54.754,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:54.858,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:54.967,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.071,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.122,241f,10,/row/1/column/11/id/10/reader/response,03030c0000004100241f00000000004b4f,11,1
2025-08-13 05:39:55.180,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.284,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.394,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.456,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
